review_text,rating,date
"At first, the refer and earn feature doesn't work ,but it is still in the app.Please solve this problem. Second one,I have refered my referal link to my friends,they have created account by my referal code,but i still don't get the rereral earning.",1,2021-05-18 17:17:32
I am happy to moru app because there's immediate take action for any issue related to transection and loading money from any bank.,5,2021-05-18 14:30:05
Moruu,4,2021-05-18 13:43:34
Beakar aap 😠😠😠🤬😤👎👎🤬🤬😡😠guze koi vi mat download karna,1,2021-05-18 12:43:30
Its fine and amazing!,1,2021-05-18 10:38:25
I m totally unsatisfied with this app. I have never used this app before . But today i installed after seeing a post on fb. While creating a account it says that my mobile number is already used.how can it be possible?,1,2021-05-18 07:22:32
दिपेश राई,4,2021-05-17 22:18:42
Iam Not getting money When I reffear my friend what is the problem is there any limit to reffear a friend .?,3,2021-05-17 21:27:29
Biometric login would add smell in the Gold!,5,2021-05-17 18:20:56
Ghantaw jasto app ghantai bhayo jingadi😏,1,2021-05-17 16:50:14
Don't download this app. This app is issu problem.,1,2021-05-17 16:45:39
Nepal needs digital payment mediums to excel in the economic development. Thumbs up for customer grievance handling and problem solving even in time of pandemic. Well wishes from my side ☺️,5,2021-05-17 16:30:44
Good,5,2021-05-17 10:53:01
First it gaves Rs 10 now it give Rs6 only plz fixed the error,1,2021-05-17 09:07:30
जागिर दिन्छु भन्दै झुटो अफ्वा फैलायेर download गर्न लगाउने बाट अगाडि नै सचेत बनेर download नगर्नु होला।।,1,2021-05-17 06:58:48
Nice,5,2021-05-16 18:46:17
When will other banks will be allowed for money loading? Bank servicing me Isn't feature in it.,3,2021-05-16 18:14:17
Im using this MORU - Digital Wallet (Nepal) it's very amazing App everybody can use.,5,2021-05-16 15:11:00
Wow,5,2021-05-16 13:52:52
"I faced some problem while loading from connectips. But after reporting it to the department, it is now solved. Thanks to them. Hope this doesn't happen again. My 5 star for you.",5,2021-05-16 13:45:11
Don't download this aap this aap is one of the worst thing ever my mijju told me yo download grnu paisa aauxa i download this aap ani last ma paisa nai aaina mula scam hanne download badauna lai je pani vanne,1,2021-05-16 11:25:19
I like this app very much so I have given 5 star,5,2021-05-16 07:50:22
Nice,5,2021-05-15 20:36:22
Nice,5,2021-05-15 20:35:56
Very good app,5,2021-05-15 19:34:06
Referral code fill up option not showing,1,2021-05-15 18:30:11
"Time west app , हावा app",1,2021-05-15 12:19:55
Nice,5,2021-05-15 11:43:19
Surumata 10rs dekotyo refer and share garda aile ta ⁶l6rs maatra dinxa so disappear,2,2021-05-15 07:20:56
Wow,5,2021-05-15 07:14:26
"Nice one,😍😍",5,2021-05-15 03:31:53
I have created account But I didn't get money . How to get money.....very worst app,1,2021-05-14 18:55:56
This is good app but I don't know how to use this app,1,2021-05-14 18:43:31
Fake paisa diyan🤥🤥🤥,1,2021-05-14 18:20:06
This app not to be help,1,2021-05-14 16:03:41
I like this app,5,2021-05-14 14:27:55
💯,1,2021-05-14 11:04:44
Why not click in refal code options,5,2021-05-14 10:59:06
No work,1,2021-05-14 00:52:37
Just fake I used rs.99 to top-up but it doesn't came but my money is deducted for account why just tell ?,1,2021-05-13 21:32:47
Ok,5,2021-05-13 19:40:46
Whoever made this app You have done a great job ❣,5,2021-05-12 22:34:36
best app,5,2021-05-12 17:48:29
Good app,5,2021-05-12 16:02:22
Waste of time. Scam biggest no money,1,2021-05-12 14:42:48
Very helpful,5,2021-05-12 10:01:09
This app is really wonderful. I request all Nepalese to use this app and get benefit.,5,2021-05-12 08:43:29
OTP code generate too slow.,1,2021-05-12 08:12:21
Wow,5,2021-05-11 21:34:23
Good apps but this apps cannt do at offline mode.please made at offline mode also.,5,2021-05-11 14:11:18
Interesting.. Much benefits,5,2021-05-11 13:37:49
एकदम राम्रो मन पर्यो,5,2021-05-11 09:29:45
Nice,5,2021-05-11 09:23:30
Nice app,5,2021-05-11 08:04:33
This app is very wonderful and helpful,5,2021-05-11 06:51:37
How to earn money moru app,5,2021-05-10 21:00:53
"Im quite not satisfied with the app, referral feature doesnot work and people are not getting verification code through that link. that's so humiliating.",1,2021-05-10 17:25:43
Superb,5,2021-05-10 10:37:04
Just loved this app. You get 3% cashback while topping up your mobile and customer care is excellent as well.,5,2021-05-09 17:20:07
very good app nice serviceing keep it up,5,2021-05-09 15:18:55
Nice one 👍,5,2021-05-09 13:18:16
Good,5,2021-05-09 12:21:14
Good,5,2021-05-09 11:47:27
Wow,5,2021-05-09 11:38:50
Maila aaru ko refer code gara raa login gardaa pni blz aaina naa Aafau aaru refer garda nee aaina Totally waste app,1,2021-05-09 11:30:43
I love moru,5,2021-05-09 11:11:05
love this app,5,2021-05-09 11:06:27
nice application,5,2021-05-09 11:02:21
Its best app of digital nepal,5,2021-05-09 10:20:40
Nice platform to earn,5,2021-05-09 09:00:04
New here,5,2021-05-09 08:59:08
Loved this app specially cash back & banking transactions,5,2021-05-08 22:53:13
Jay Nepal,1,2021-05-08 22:35:47
Love this because of free transfer facilities of money,5,2021-05-08 20:51:46
😍,5,2021-05-08 19:59:40
services should be more and offline service also needed,5,2021-05-08 19:06:44
This app is amazing😊❤..Love it.❤..Keep on going❤❤,5,2021-05-08 18:20:58
Wrose aap I am here for to see refer option and earn features but there is not like this,1,2021-05-08 18:19:59
"We are felling proud by knowing such app in nepal with great features. Thank you, sir",5,2021-05-08 17:39:32
I love this app,5,2021-05-08 17:17:45
Nice app..very convenient to use,5,2021-05-08 16:30:12
Best digital wallet app ever,5,2021-05-08 16:14:17
"easy service, high cash back, free bank transfer",5,2021-05-08 15:16:04
"It is all over good but i hope it wil soon bring payments for Banking Exam online payments(NRB, ADBL, LOKSEWA)",4,2021-05-08 15:06:13
Very good app it is easy and fast,5,2021-05-08 14:59:24
Good,5,2021-05-08 14:58:37
"I'm thrilled with the services offered by ""Moru- Digital Wallet"" like cash back, free bank transfer and others. I wish i knew about this wallet earlier. Keep serving with amazing features in coming days as well. I now use this for pretty much every digital bill payment(only available here) and have asked my friend to join this wallet as well.",5,2021-05-08 14:48:31
"Bad ,, selfish",1,2021-05-08 14:41:37
Maile bujna sakirako xena,1,2021-05-08 14:37:53
I love this apps thanku so much,5,2021-05-08 14:28:16
🇳🇵Good app😁😁,5,2021-05-08 13:53:32
Its so simple and best,5,2021-05-08 12:50:10
Nice app,5,2021-05-08 12:00:07
No need,5,2021-05-08 10:09:15
i am a MBS Student,2,2021-05-08 09:29:05
May be it's goodly performed for bank transfor,5,2021-05-08 08:42:03
App is good but can you please help me to change refer code🙏,1,2021-05-08 08:04:40
i am very unsatisfied because there is refer and earn option i refered but i did not got the refered amount ? is it just to attract people or to make people fool?,1,2021-05-08 07:09:08
Fake apps,1,2021-05-08 06:13:44
"Trending Nepali Digital Wallet App,Up to now my best experience.",1,2021-05-07 22:40:43
"Moru scammer my 25,000 load from bank but I'd desable",1,2021-05-07 20:36:40
Tapai dherai natak manchan garna chhodnus wallet lai closed garnus ..,1,2021-05-07 20:16:39
Good app for digital wallet .,5,2021-05-07 19:12:26
"best apps, very easy and comfortable,",5,2021-05-07 15:37:44
"some badpeople are scamming in the name of this app they are telling RS500 will be got after making account in moru, which is really fake tell them to stop otherwise ...........",1,2021-05-07 15:15:38
KYC VERIFIED 5000 is not Coming,1,2021-05-07 15:01:38
Jfctjgeuj Thanks again for all your n and your number and I have r I have a rahi so I have to get up early tomorrow to bolo keyA,5,2021-05-07 14:00:36
English Typing,1,2021-05-07 12:39:27
One of the worst app ever this is new digital market scam app this will let your money flow without any security with lots of bugs one of the worst app ever i had seen showing profit it make you fool as well,1,2021-05-07 11:30:38
The app is good but why to give 'refer and earn' option when there is no such thing in reality? Very disappointed!!!!,2,2021-05-07 06:33:42
You deserve 5 star,5,2021-05-06 19:47:51
Why open issues this app,1,2021-05-06 17:28:49
Many Frauds Are Promoting This App In Name Of Free Recharge.... Is This Ur Last Way To Promote Your App??? They are scamming innocent people just for getting money through their referal code.....#Shame_On_You,1,2021-05-06 13:01:00
Useful app liked,5,2021-05-06 12:39:24
Wonderful,5,2021-05-05 20:41:19
Its best features are free bank transfer and 3% cashback on top up. It has no refer and earn feature as advertised...,3,2021-05-05 00:24:49
Ramro xa,5,2021-05-04 16:38:20
Mero ma ta refer code hanne option aayena,2,2021-05-04 07:20:59
How to collect if we don't have account???,1,2021-05-04 06:56:08
I love this app,5,2021-05-03 19:10:40
Fake,5,2021-05-03 16:08:57
Very bad app,1,2021-05-03 13:39:47
Awesome medium,5,2021-05-03 13:38:26
Nice,2,2021-05-03 13:08:48
याे माेरुमा अाबश्यक पर्दा पैसा लाेड गरेकाे २० घण्टामा कार्यालयमा फाेन गरेर मात्र अायाे ।ठिक लागेन याे माेरु हाेइन माेरा रहेछ ।,1,2021-05-03 12:51:05
Good,5,2021-05-03 06:40:10
This is not earning app.. This like a wallet app only. If it is earning app so how I can earn ?,1,2021-05-02 16:03:07
Saru karki,4,2021-05-02 15:10:50
Very good,5,2021-05-02 11:57:30
This app is useless I am not able to earn money,1,2021-05-02 09:34:21
Very nice app,5,2021-05-02 07:37:36
how to use this app,1,2021-05-01 20:07:36
That's real or fake,1,2021-05-01 16:59:58
Why i cannot paste refer code,2,2021-05-01 13:52:15
Download nai payena vaneko,1,2021-05-01 12:40:39
Plz blc dinuna,5,2021-05-01 11:15:51
It is not working,5,2021-05-01 07:35:11
I am very happy using this app this give me 100 rupees,5,2021-04-30 20:54:46
I don't understand why this app is showing not valid information after creating a acount Please fix this problem I have already created acount but it can't log in,1,2021-04-30 12:28:07
Good,5,2021-04-30 11:09:30
"This app is very fast withdrawal bank so easy no any problem very good app and free any bank transfer top up, electricity bill,net bill, and TV bill payment no any problem very good app moru Digital wallet very fast app love you moru",5,2021-04-29 21:08:00
Love 💕,5,2021-04-29 20:52:50
not a cash back in this app why? I am trying to cash back bout not came to balance in this app i think it's fake app.i don't know how to another people believe in this app.,1,2021-04-29 19:26:35
Grishma pariyar,5,2021-04-29 19:08:15
Too good,5,2021-04-29 17:39:30
Nice app download now,5,2021-04-29 11:55:24
i love moru,5,2021-04-28 19:52:39
The more app is best...,5,2021-04-28 11:38:19
Nice aap,5,2021-04-27 15:24:47
Wow i just love this application and also thankyou so much.,5,2021-04-27 11:04:42
"अहिले सम्मकै खतम एप, कामको बेलामा अपडेट देखाउछ, अपडेट नगरी चलाउनै नमिल्ने । आजै अनस्टल गर्ने निर्णय गरियो । इसेवाको लेभलमा पुग्यो भने फेरि चलाउनु पर्ला ।",1,2021-04-27 10:27:48
Thu nepali earn app re xi kina thagnu ho manxe lai,1,2021-04-27 00:29:05
Damii,5,2021-04-26 10:18:59
Best for earning,5,2021-04-26 06:55:19
"Maile kati try gare download ko lagi hudai hudaina,",2,2021-04-25 14:59:59
Nice apps,5,2021-04-25 12:03:11
I'm loving it,5,2021-04-25 10:58:21
Fabolous apk,5,2021-04-25 08:49:11
I dont like,1,2021-04-24 20:58:59
I think this is very nice application ....🤝❤️💕💓 No Ads ... Awesome....Topup bonus Very nice Cashback on dishhome Rechage i never see cashback on dishhome in Esewa and other wallet.... Cashback on ncell data and voice pack too... You should add here cashback on ntc voice pack and data too,5,2021-04-24 19:54:07
Free bank transfer is one of the great service. Thank you Moru 😀😀,5,2021-04-24 18:40:41
Fraud app,1,2021-04-24 14:17:50
Ok Kerp it up,2,2021-04-24 13:54:16
awesome,5,2021-04-23 19:39:26
Nice,5,2021-04-23 17:49:37
Its pays,5,2021-04-23 17:38:40
I want to rate it zero because i refer legally but i am not get my 3 times referral money bad app,1,2021-04-23 17:01:02
Best app for bank transjection. :),5,2021-04-23 12:27:57
I give it one star because I have tried to create an account but when I fulfill all details and OTP I can't able to create new account. Please reply me fast.,1,2021-04-23 07:10:18
"Great app. Better services than other wallets in the market. Would recommend everyone to use this instead of others. They respond to disputes very quickly. Got my ""FUND LOAD"" dispute within hour.",5,2021-04-22 19:16:10
Love this app and its cash back. Especially the free bank transfer. Thank you 🙏 for this wonderful service. Continue serving,5,2021-04-22 07:41:01
Good,2,2021-04-21 10:23:03
i wann earn,4,2021-04-21 07:43:19
"It says refer and earn so, i refered to my friends (and they downloaded too) and what i got in return was baba ji ka thullu. Just wasted my time and energy only tbh. So guys don't fall for this scam. And for transactions why not use khalti. Khalti is more reliable and on top of that it doesn't scams its user with fake assurances.",1,2021-04-20 12:55:11
Don't waste your time referring this app to your friends and family.This app mentions to refer and earn but in fact you will not get a single penny. I am deleting this app and will not recommend anyone to install this app if they value their time.,1,2021-04-20 12:53:42
All okay,5,2021-04-19 16:38:55
This app is so exellent...,5,2021-04-19 11:58:52
Valid Email address. Email address fully work in other apps . please help me,3,2021-04-18 21:38:27
Load balance not working foe Nic Asia E-banking,1,2021-04-18 21:21:21
its services is not bad but i got a problem ... need help from app master thanks team....,4,2021-04-18 19:27:00
Thank u,1,2021-04-18 17:19:11
Very nice 👍🙂🙂👍🙂👍👍🙂🙂,5,2021-04-18 07:24:19
First time it's gives reffer money but nowadays it can gives us money,5,2021-04-18 06:44:19
Great,5,2021-04-17 22:15:15
Refer garera paisa kamai xa vanne kura katti ko thik ho?,5,2021-04-16 19:05:01
Dear team enmb bat paisa load hudain kin,3,2021-04-16 14:15:03
How much usefull this app? i mean how many people used up? I want ro know. Please tell me. If this is good then i will be user.,5,2021-04-15 17:09:44
Best digital wallet in Nepal,5,2021-04-15 12:00:59
Maile paisa load garne try gare otp aayo bank bata paisa pani ghatyo tara yesma aayena 🥴 yesto ta bhyena ni feri arko choti garda bhyo aahni mero 1k paisa gayeb aaba???,1,2021-04-14 22:51:46
Nice app,5,2021-04-14 18:55:11
Offline is not available ? Please improve offline mode fast it.,5,2021-04-14 15:17:09
I have gave 5 star....,5,2021-04-14 14:14:00
Moru-Digital wallet Is the Very nice wallet Ma aasa gardaxu yo app dherai grow hos❤❤❤ And reffer and earn option pani grow hudai garos😊😊,5,2021-04-14 09:11:31
Thank you,2,2021-04-14 08:45:57
Better app,5,2021-04-13 14:42:28
Ramro xa esewa vanda,5,2021-04-12 21:51:24
I didn't you this app yet but after reading your reply in others review. I give all the star for your helping reply,5,2021-04-12 17:57:43
After update paxi mero kyc review ma xa but maile bujhna na sakeko maile load amount garda mero bank ko mobile banking user I'd pasword kina mageko? Mero mobile banking I'd pasword Moru ko server ma store hudaina?,2,2021-04-11 19:43:58
KHAI yo app ma ta deposit nai hunna... keyboard freez... phn hang ... matra hunxa...,2,2021-04-10 22:56:31
i love you moru Digital wallet tem,5,2021-04-10 22:18:34
Khoi kina deko malai pani tha chaina,5,2021-04-10 21:53:45
"This has good potential, can compete with Esewa. All the best",5,2021-04-10 20:55:10
Really awesome app💓💓 no withdrawal fee to bank 😊😊 Better than esewa khalti!! Thank you moru!,5,2021-04-10 10:43:24
This is fake,1,2021-04-09 23:54:47
Just too good,5,2021-04-09 19:10:20
Why there's a issue to save transaction pin???,1,2021-04-09 18:54:49
250 rs has ben deducted from.bank account but not credited to moru wallet on 26 chaitra 2077.,1,2021-04-09 09:21:11
Best app moru,5,2021-04-08 13:02:23
Best,4,2021-04-06 14:42:11
Very satisfying service..good❤️ keep growing🤗🤗,5,2021-04-06 13:37:55
give 5000 money sir plz . I'm poor family member,5,2021-04-05 22:13:13
Refer program is really nice and free banking transfer is really good .,5,2021-04-05 18:11:08
Nice app but add their game to play and win money. Add games Add games Add games Add games Add games Add games Add games Add games,3,2021-04-05 17:49:12
Not a valid Emails address for What I'm using my same emails address for other Social media it work properly however it still pop Not a vaild email address again and again with other Gmail in Filling the form for detal for vertification . Fix it,2,2021-04-05 14:42:02
Do you have a viber community?,5,2021-04-05 10:02:38
Not bad,1,2021-04-05 06:46:40
Nice,5,2021-04-04 19:53:35
Op,5,2021-04-04 18:30:31
Free bank 🏦 transfer is best feature,5,2021-04-04 10:22:43
fantastic 100% Ratting I love it This app love you so much 😍😍😍😍😍😍😍,5,2021-04-04 00:35:26
Nice,5,2021-04-03 13:27:23
I like this apk but when I refer to other it is not giving me money other are getting but I am not.why this apk is good but...,5,2021-04-03 08:57:20
Fake application,1,2021-04-03 08:11:13
Thanks for create this app🤣🤣🤣🤣,5,2021-04-03 07:37:58
Worst app ever seen .i had try many times n fulfill all the task given in there to fulfill but new account hadn't made .waste of time,1,2021-04-02 19:38:57
Thank you so much but I have not receiveving balance,5,2021-04-02 17:26:05
nice app,5,2021-04-02 12:14:52
I giving five star for this app no any reason,5,2021-04-02 12:10:02
I like it,5,2021-04-02 08:31:33
Tatti,1,2021-04-02 07:53:12
I tried to lunch the application bt the app isnt opening,2,2021-04-02 07:51:56
I refered 5 people but i earned nothing...,1,2021-04-01 15:26:45
Good customer service easy to use,5,2021-04-01 14:29:46
Good aaps,5,2021-03-31 20:15:26
Literally waste of time,1,2021-03-31 13:34:56
Free bank transfer is best features .Scan and pay feature most needed nows days,4,2021-03-31 10:10:36
Moru kasri kholanehudain,1,2021-03-30 17:05:17
outstanding application for all..,5,2021-03-30 08:40:04
Good,5,2021-03-29 14:45:26
NYC aap,5,2021-03-28 12:27:43
Jinisa Bohara,5,2021-03-28 04:31:47
Free mb,5,2021-03-27 22:12:16
BEST APP!,5,2021-03-27 21:58:23
Wow,5,2021-03-27 20:06:29
"I m not fully satisfied with moru so,I give one star.I want to delete permanently my moru account",1,2021-03-27 19:16:15
77 jillama jamma 7wata khanepani counter matrai xa aru add garne kahile Ho???,1,2021-03-27 12:30:13
Makadogs mero referal garera kyc verified gareko......25 rs nei diyena,1,2021-03-27 10:57:26
Waste of time,1,2021-03-27 07:46:32
Good,5,2021-03-27 00:22:52
It's very nice app,5,2021-03-26 20:25:37
ok ramroo xa app sabai la chalaunu hola,5,2021-03-26 20:06:13
Good,5,2021-03-26 18:25:00
top 1,5,2021-03-26 16:54:02
Not working 😡😡its a fake,1,2021-03-26 16:01:08
Not give any money,1,2021-03-26 13:47:55
Vary bad app 😠😠😠,1,2021-03-26 13:06:34
काम छैन यसको 100 आउँछ भनेर झुट बोलेर download गराउने चाल हो।,1,2021-03-26 11:53:19
It's god,5,2021-03-25 19:24:27
How to earn by referring my code Because there is no place to fill refer code,3,2021-03-25 14:12:42
Very bad,1,2021-03-25 14:02:18
Still i didn't used,5,2021-03-25 13:31:27
First time,3,2021-03-25 12:59:18
🤬,1,2021-03-25 07:53:45
Account nai creat hudaina!,1,2021-03-25 07:11:42
Excellent,5,2021-03-25 06:39:29
Good,5,2021-03-24 22:48:28
I am happy plz support,5,2021-03-24 20:04:32
It good app i always uses this app for recharge topup,3,2021-03-24 16:33:29
It's a good app in the world download this app now,5,2021-03-24 15:10:11
I am confuse about it. What kind of app is this? Can I use this app as income source or to get money daily?,3,2021-03-24 11:32:28
Fake aap .,1,2021-03-24 09:57:53
I didn't get anything it shows many problems this apps is totally fake..,1,2021-03-24 09:41:57
Bonus aauxa vnera thugne ho,1,2021-03-24 09:23:54
Good,5,2021-03-24 09:20:13
Refer code ko option kin na aako hola,1,2021-03-24 09:08:02
This is really good,5,2021-03-24 08:23:44
I uninstalled it doesnt give 1gb data 😐🙄,1,2021-03-24 06:25:44
Error causes more irritating 😒.!,1,2021-03-24 06:14:25
Kaila saman lai free ho?? Dedline koila ho ne yesko???..,5,2021-03-23 23:28:42
Good,3,2021-03-23 21:57:37
No place to insert referral code,3,2021-03-23 19:38:25
This is not perfect for me,1,2021-03-23 18:49:38
I was told to refer it to my friends and I could earn. But I didn't get anything.,2,2021-03-23 17:40:33
good app ...,5,2021-03-23 17:17:39
Great experiance. need to add more features.,5,2021-03-23 15:44:50
Great experience,5,2021-03-22 22:11:51
Its work better,5,2021-03-22 16:58:33
Yasko future ke ho,4,2021-03-22 15:01:35
😍😍😍😍😍😍,5,2021-03-22 13:05:49
kunchai autari le refer gareko bapat 20 rupe aauxa vanera dukha gari gari 5 jana lai garna laako paiso aaena😂 paisa dyao ani 5 star dine ho😅,1,2021-03-22 12:40:33
Its very useful you can earn 500 recharge daily make your life easy😊😊,5,2021-03-22 11:10:34
This app is really good,5,2021-03-22 10:43:49
bakawas app,1,2021-03-22 07:54:52
Well i would like to give only one star coz this app is not installed in my device. I tried so many times but it always shows problem,1,2021-03-22 07:08:23
Good app for transaction.... and more,5,2021-03-21 15:35:39
Free bank transfer is just aweshome,5,2021-03-21 12:25:18
Mero ma verify vayko xaina kina hola jankari dinu hola,2,2021-03-21 01:26:34
Wow very nice,5,2021-03-20 15:16:37
Good app,5,2021-03-20 09:23:39
"Need more update such as scan,not all internet pay bill available .. But i don't like they say refer and earn but no any earning even after refer great scheme.. Need more updates",1,2021-03-19 22:24:35
I heat this app I can't refer to earn,1,2021-03-19 19:02:59
Nice,5,2021-03-19 14:29:10
Thank you so much Moru members Bcoz i love your free 🏦 bank transfer features ...🤗 And plz Don't forget to add more features ... Again thanks 😊😊😊,5,2021-03-19 11:24:05
Best app ✅✅,5,2021-03-19 09:22:10
Yubraj magar boy nepali,5,2021-03-18 21:33:13
This is helpful app,5,2021-03-18 21:15:35
Godod apps,5,2021-03-18 20:41:44
"It's nice app, keep some more features and fix the bug",4,2021-03-18 20:12:54
Good,5,2021-03-17 22:05:57
This apk is give free rs 100 thank u,5,2021-03-17 20:14:37
thanks bro,2,2021-03-17 17:01:17
worst app.. takes a day for approval.. Worst experience,1,2021-03-16 20:50:58
"My account is disabled, no option for enabling the account. Totally disgusting.",1,2021-03-15 22:43:31
Good app,5,2021-03-15 19:20:26
"One of the best online wallet, i have being used though it's new there is not much service is added but in future i hope moru team will add more features. Thanks Moru Digital Wallet Team❣️",5,2021-03-15 17:38:35
Oh thanks for Responding! But your facebook page is not responding!,5,2021-03-15 13:06:03
Good service,5,2021-03-15 12:59:08
Still not kyc verified even everything is done hope to done soon,4,2021-03-15 12:52:11
Fraud,1,2021-03-15 11:20:16
No moru esewa is best,1,2021-03-15 11:19:38
Dont use this apl,1,2021-03-15 11:19:03
New wallet of Nepal it's raising up with the good performance,5,2021-03-14 22:09:37
They cheated me I have referd two people but they don't give back refer money,1,2021-03-14 19:52:47
I m giving 5 star out of 5 because its only beginning. I loved your free bank transfer features. Hope you will make it free for future as well. Giving some interest on wallet will help you get boosted. And don't forget to add more features and daily quiz like khalti.,5,2021-03-14 19:15:47
Best Digital wallet app,5,2021-03-14 18:54:55
I refer 6 times and my friends register using my referrals code but i get only 3 times payment why i cannot get other payment,2,2021-03-14 18:44:26
Maile share gareko link baata Aru le install garera mero refer code haanera account banaudaa pani mero maa balance aaudain . Kina hola,5,2021-03-14 18:28:13
I refer but come a money in my account,1,2021-03-14 16:44:39
"I have found a bug. Input deyepachi last ko space le error dedo raixa. I think u can fix that. And there is something wrong with refer & earn, coz we didn't earn anything.",3,2021-03-14 12:23:46
Worst digital wallet ever experienced,1,2021-03-14 12:17:45
Message(alert) is also important.. overall it is good enough...,4,2021-03-14 11:46:23
All the features are good bt finger print access is not included and alert(message) is also not available.. so i want to suggest to work on that also...,4,2021-03-14 11:42:50
bekar app ho reall refer garer kamako poisa vako id nai block gardiyo,1,2021-03-14 10:36:20
I love nepali aaps,5,2021-03-14 09:05:07
refer and earn re muji 10 ota referal gariskiyo ek paisa aako xain ghanta jasto application banayer hunxa? 👎️👎️👎️👎️,1,2021-03-14 08:18:47
I have not got any rupees when I shared my refer link???,1,2021-03-13 23:02:22
Didnt get referal money🤨,1,2021-03-13 22:51:15
At first I referred it and earn money but it's doesn't work anymore....so sad 😢,3,2021-03-13 22:33:21
Best earning and wallet app -Moru,5,2021-03-13 22:10:18
Best earning and wallet app -Moru,5,2021-03-13 22:10:02
Best earning and wallet app -Moru,5,2021-03-13 22:09:44
😍,1,2021-03-13 21:42:02
Stupid application.,1,2021-03-13 21:40:07
worst app only say that processing your request😡😡,1,2021-03-13 19:57:30
Nice app.. Best of luck..,5,2021-03-13 14:05:44
😍,5,2021-03-13 13:50:19
Verifying of kyc is so late,3,2021-03-13 10:49:07
I really like the app. I would expect broker payment as a next update.,4,2021-03-13 09:57:27
Na ta kyc varna mil6. Your email is invilid van6. Fund upload garda ni Mobile nai hang banayo.,1,2021-03-13 08:19:04
To get regestred its not working. Many Bugs are inside it.,1,2021-03-13 05:27:34
Best payment app,5,2021-03-12 21:53:31
Nice,5,2021-03-12 21:27:44
Really good apps so proud of u,5,2021-03-12 21:06:39
Good app,5,2021-03-12 19:49:31
I refer to many people they create the account but balance doesn't come in my account If u fix this bug and return my refer prize Then I will rate 5 star,1,2021-03-12 16:58:26
Really its very useful app.,5,2021-03-12 11:05:37
Thank you😍😍,5,2021-03-12 10:06:06
Hey why i cannot download this app whts the problem,1,2021-03-12 08:37:41
अझ सुधारको कदम सहित परिमार्जित रुपमा आओस् शुभकामना ।,5,2021-03-11 14:20:29
"यो एप्स मा payeer , paytm , skrill हरु पनि समेट्नु पर्यो हजुर",5,2021-03-11 10:07:10
Really good app,5,2021-03-11 07:19:56
"Wow!! Awesome app, can be strong competitors for Khalti and Esewa. Good luck Moru Team!!",5,2021-03-10 17:24:03
Nice app for refer and earn,5,2021-03-10 17:11:13
Don't waste time by using MORU Alwwys error System problem and Refer and earn offer xan khatam Paisa dinna refer gareko khali ko app ho use nagara hai kasaile pani,1,2021-03-10 09:16:32
I installed this app only to get 6rs for my friends and myslef,5,2021-03-09 19:26:33
Many errors ... Mainly the transaction history isn't showed properly😵 even after complaining for a month no any solving 🙏,1,2021-03-09 16:30:46
Dami xa,5,2021-03-09 16:04:31
Moru is the best wallet,5,2021-03-09 13:21:59
very good,5,2021-03-09 09:37:46
I doesn't show where to put refer code 🥺,1,2021-03-09 07:16:50
Thank you so refer and earn is back 💕🔥😊,5,2021-03-09 05:32:39
I rated 5 star because of its all good feature. That good is bank transfer free of charge. And 3% cashback in mobile topup and many more. And add offline service,5,2021-03-07 12:17:21
😠😠this app is not good ncell app give me a 1Gb data this app is not give me 1gb data😠😠i hake your server,1,2021-03-06 19:33:31
Nice,4,2021-03-05 17:45:56
The aap should add many others features like scan and pay system. Biometric scan system. College fee system specially in Biratnagar area. Cashback in electric bill payments. . . Gift card purchases system. Etc. We will always with you😍,5,2021-03-05 13:17:39
It's good service.,5,2021-03-03 20:32:43
Wow,5,2021-03-03 16:25:37
No auto save account details Only has connections with limited banks mine not included How to add money to my account if you cant connect to it. Very bad highly not recommend,1,2021-03-02 17:43:01
Refer code xito add garnu oaryo j🔥🔥🔥,5,2021-03-02 05:06:34
Set trenscption pin an hour time now.the wallet is emergency not use.,1,2021-02-28 16:20:41
"Well I have tried this app and is good indeed. But needs many features like ""Scan & Pay"", ""Biometric Authentication"", etc. to compete with existing digital wallets. Also, network expansions and services additions is most urgently required to stand by with other companies. #KarmaLive",3,2021-02-25 16:01:06
Bank transfer is working,5,2021-02-25 08:49:03
Change the theme and app design. Also you should change the name as well.,1,2021-02-24 23:27:55
Referral code bina account create bhaena... kaha bata lyaunu referral code facebook ko ad dekhera install garna try garya tah milena,5,2021-02-24 17:38:40
"Free bank transfer, great UI and customer service.",5,2021-02-23 07:30:46
Balance load bhairahe ko chhaina.,1,2021-02-22 19:54:50
It's avery good apps to use . Nepal is moving to digital payment. Customer support is very good. Always moru representative is ready to support their customer.,5,2021-02-22 18:08:42
Bad app,5,2021-02-21 11:22:51
Gods apss,1,2021-02-20 08:58:09
Verry nice aaps,5,2021-02-17 19:33:58
Mohit kumar Dangaura,5,2021-02-17 07:39:09
Earning app pani banunus,1,2021-02-13 15:00:37
Refer and Earn chai Kati Jana samma ho ?,2,2021-02-10 21:42:15
Good app. Keep it up.,5,2021-02-10 13:23:48
चलाउन को लागी सरल छ । राम्रो लाग्यो । थप सेवा थप्न र निरन्तरता दिनुहोला ।,5,2021-02-07 23:56:48
great,5,2021-02-07 08:06:49
Good But sometime bank transfer problem,5,2021-02-06 20:28:31
What's the problem of this app. Asking for setup everytime transaction pin. Please fix it and update the app with offline session. Disappointed app.,1,2021-02-06 14:49:38
